retenu,eur_per_m2,name,city,postcode,zone_abc,developer,source,price_t4_min,price_program_min,price_program_max,price_t4_or_program,area_t4_min,area_program_min,area_program_max,typologies,delivery,fiscal,kitchen_hint,station_name,station_line,walk_m,walk_min,address,lat,lon,geocode_precision,fails,unknown,notes,url,insee,dept,price_t4_max,area_t4_max,delivery_year,delivery_quarter,ok_t4,ok_zone,ok_surface,ok_prix,ok_eur_m2,ok_rer,ok_livraison,ok_ptz
non,2984,Le Clos Chapelin,Sevran,93270,A,LES NOUVEAUX CONSTRUCTEURS SA,explorimmoneuf,258200,174600,274400,258200,86.52,42.43,86.52,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,"Rue Charlie Chaplin, rue d'Aulnay",48.938084,2.5116093,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-100476253,93071,93,,,,,oui,oui,oui,oui,oui,?,?,oui
non,3014,TANDEM,Meaux,77100,A,ICADE,explorimmoneuf,230400,175900,288400,230400,76.45,46.23,82.59,2/3/4,T3 2028,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,"25, avenue Henri Dunant",48.95182,2.8945496,source,surface,rer,,https://www.explorimmoneuf.com/programme/detail-87219703,77284,77,,,2028,3,oui,oui,non,oui,oui,?,oui,oui
non,3032,Le Clos de Lisle - BRS,Poissy,78300,A,EMERIGE,explorimmoneuf,244000,214000,369000,244000,80.47,67.29,106.88,2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,3 RUE DU PICQUENARD,48.936497,2.051349,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-100441443,78498,78,,,,,oui,oui,oui,oui,oui,?,?,oui
non,3032,Le Clos de Lisle - BRS,Poissy,78300,A,EMERIGE,explorimmoneuf,244000,214000,369000,244000,80.47,67.29,106.88,2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,3 RUE DU PICQUENARD,48.936497,2.051349,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-44900956,78498,78,,,,,oui,oui,oui,oui,oui,?,?,oui
non,3032,Le Clos de Lisle - BRS,Poissy,78300,A,EMERIGE,explorimmoneuf,244000,214000,369000,244000,80.47,67.29,106.88,2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,3 RUE DU PICQUENARD,48.936497,2.051349,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-71087486,78498,78,,,,,oui,oui,oui,oui,oui,?,?,oui
non,3032,Le Clos de Lisle - BRS,Poissy,78300,A,EMERIGE,explorimmoneuf,244000,214000,369000,244000,80.47,67.29,106.88,2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,3 RUE DU PICQUENARD,48.936497,2.051349,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-94741867,78498,78,,,,,oui,oui,oui,oui,oui,?,?,oui
non,3046,Jardin Cézanne,Corbeil-Essonnes,91100,A,BOUYGUES IMMOBILIER,explorimmoneuf,239133,139788,309467,239133,78.5,35.8,98.6,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,5 rue PAUL CEZANNE,48.617634,2.461685,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-102805457,91174,91,,,,,oui,oui,non,oui,oui,?,?,oui
non,3046,Jardin Cézanne,Corbeil-Essonnes,91100,A,BOUYGUES IMMOBILIER,explorimmoneuf,239133,139788,309467,239133,78.5,35.8,98.6,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,5 rue PAUL CEZANNE,48.617634,2.461685,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-106423559,91174,91,,,,,oui,oui,non,oui,oui,?,?,oui
non,3046,Jardin Cézanne,Corbeil-Essonnes,91100,A,BOUYGUES IMMOBILIER,explorimmoneuf,239133,139788,309467,239133,78.5,35.8,98.6,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,5 rue PAUL CEZANNE,48.617634,2.461685,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-45437350,91174,91,,,,,oui,oui,non,oui,oui,?,?,oui
non,3046,Jardin Cézanne,Corbeil-Essonnes,91100,A,BOUYGUES IMMOBILIER,explorimmoneuf,239133,139788,309467,239133,78.5,35.8,98.6,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,5 rue PAUL CEZANNE,48.617634,2.461685,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-82088720,91174,91,,,,,oui,oui,non,oui,oui,?,?,oui
non,3048,LES JARDINS DE LONGUEVILLE,Longueville,77650,B2,EUROPEAN HOMES FRANCE,explorimmoneuf,246000,246000,295000,246000,80.7,80.7,88.6,4,T3 2027,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,"11, Rue du Docteur Guelton",48.51872,3.246093,source,zone/livraison,rer,,https://www.explorimmoneuf.com/programme/detail-81074174,77260,77,,,2027,3,oui,non,oui,oui,oui,?,non,oui
non,3071,La Courneuve proche du tramway T1,La Courneuve,93120,A,MEDICIS_PATRIMOINE,explorimmoneuf,308000,264000,375000,308000,100.28,65.44,124.72,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.93,2.4,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-51018296,93027,93,,,,,oui,oui,oui,oui,oui,?,?,oui
non,3071,La Courneuve proche du tramway T1,La Courneuve,93120,A,MEDICIS_PATRIMOINE,explorimmoneuf,308000,264000,375000,308000,100.28,65.44,124.72,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.93,2.4,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-65311930,93027,93,,,,,oui,oui,oui,oui,oui,?,?,oui
non,3071,La Courneuve proche du tramway T1,La Courneuve,93120,A,MEDICIS_PATRIMOINE,explorimmoneuf,308000,264000,375000,308000,100.28,65.44,124.72,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,,48.93,2.4,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-70995204,93027,93,,,,,oui,oui,oui,oui,oui,?,?,oui
non,3071,La Courneuve proche du tramway T1,La Courneuve,93120,A,MEDICIS_PATRIMOINE,explorimmoneuf,308000,264000,375000,308000,100.28,65.44,124.72,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,38 rue Edgar Quinet,48.930798,2.3973956,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-97858121,93027,93,,,,,oui,oui,oui,oui,oui,?,?,oui
non,3071,La Courneuve proche du tramway T1,La Courneuve,93120,A,MEDICIS_PATRIMOINE,explorimmoneuf,308000,264000,375000,308000,100.28,65.44,124.72,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,38 rue Edgar Quinet,48.930798,2.3973956,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-97858149,93027,93,,,,,oui,oui,oui,oui,oui,?,?,oui
non,3071,La Courneuve proche du tramway T1,La Courneuve,93120,A,MEDICIS_PATRIMOINE,explorimmoneuf,308000,264000,375000,308000,100.28,65.44,124.72,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,38 rue Edgar Quinet,48.930798,2.3973956,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-97858529,93027,93,,,,,oui,oui,oui,oui,oui,?,?,oui
non,3071,La Courneuve proche du tramway T1,La Courneuve,93120,A,MEDICIS_PATRIMOINE,explorimmoneuf,308000,264000,375000,308000,100.28,65.44,124.72,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,38 rue Edgar Quinet,48.930798,2.3973956,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-98651403,93027,93,,,,,oui,oui,oui,oui,oui,?,?,oui
non,3075,Domaine Rosalind Franklin,Fresnes,94260,A,EXPANSIEL PROMOTION,explorimmoneuf,229200,138200,277500,229200,74.54,34.94,81.79,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,35 Rue de Montjean,48.750957,2.3276925,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-100476679,94034,94,,,,,oui,oui,non,oui,oui,?,?,oui
non,3075,Domaine Rosalind Franklin,Fresnes,94260,A,EXPANSIEL PROMOTION,explorimmoneuf,229200,138200,277500,229200,74.54,34.94,81.79,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,35 Rue de Montjean,48.750957,2.3276925,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-104320271,94034,94,,,,,oui,oui,non,oui,oui,?,?,oui
non,3075,Domaine Rosalind Franklin,Fresnes,94260,A,EXPANSIEL PROMOTION,explorimmoneuf,229200,138200,277500,229200,74.54,34.94,81.79,1/2/3/4,T4 2028,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,35 Rue de Montjean,48.750957,2.3276925,source,surface,rer,,https://www.explorimmoneuf.com/programme/detail-106808209,94034,94,,,2028,4,oui,oui,non,oui,oui,?,oui,oui
non,3075,Domaine Rosalind Franklin,Fresnes,94260,A,EXPANSIEL PROMOTION,explorimmoneuf,229200,138200,277500,229200,74.54,34.94,81.79,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,35 Rue de Montjean,48.750957,2.3276925,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-107503853,94034,94,,,,,oui,oui,non,oui,oui,?,?,oui
non,3075,Domaine Rosalind Franklin,Fresnes,94260,A,EXPANSIEL PROMOTION,explorimmoneuf,229200,138200,277500,229200,74.54,34.94,81.79,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,35 Rue de Montjean,48.750957,2.3276925,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-74494582,94034,94,,,,,oui,oui,non,oui,oui,?,?,oui
non,3075,Domaine Rosalind Franklin,Fresnes,94260,A,EXPANSIEL PROMOTION,explorimmoneuf,229200,138200,277500,229200,74.54,34.94,81.79,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,35 Rue de Montjean,48.750957,2.3276925,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-80984212,94034,94,,,,,oui,oui,non,oui,oui,?,?,oui
non,3075,Domaine Rosalind Franklin,Fresnes,94260,A,EXPANSIEL PROMOTION,explorimmoneuf,229200,138200,277500,229200,74.54,34.94,81.79,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,35 Rue de Montjean,48.750957,2.3276925,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-88445597,94034,94,,,,,oui,oui,non,oui,oui,?,?,oui
non,3098,Vivo,Évry-Courcouronnes,91000,A,BOUYGUES IMMOBILIER,explorimmoneuf,239133,142425,349908,239133,77.2,29.2,95.5,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,rue DU PONT AMAR,48.63184,2.4147365,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-33500383,91228,91,,,,,oui,oui,non,oui,oui,?,?,oui
non,3098,Vivo,Évry-Courcouronnes,91000,A,BOUYGUES IMMOBILIER,explorimmoneuf,239133,142425,349908,239133,77.2,29.2,95.5,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,rue DU PONT AMAR,48.63184,2.4147365,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-96837705,91228,91,,,,,oui,oui,non,oui,oui,?,?,oui
non,3186,Sweety,Lisses,91090,A,ACHETER DU NEUF,explorimmoneuf,259354,129238,269025,259354,81.4,26.7,87.8,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,Rue Charlie Chaplin,48.62976,2.4216528,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-104005903,91340,91,,,,,oui,oui,oui,oui,oui,?,?,oui
non,3186,Sweety,Lisses,91090,A,ACHETER DU NEUF,explorimmoneuf,259354,129238,269025,259354,81.4,26.7,87.8,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,Rue Charlie Chaplin,48.62976,2.4216528,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-107368011,91340,91,,,,,oui,oui,oui,oui,oui,?,?,oui
non,3186,Sweety,Lisses,91090,A,ACHETER DU NEUF,explorimmoneuf,259354,129238,269025,259354,81.4,26.7,87.8,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,Rue Charlie Chaplin,48.62976,2.4216528,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-38080951,91340,91,,,,,oui,oui,oui,oui,oui,?,?,oui
non,3186,Sweety,Lisses,91090,A,ACHETER DU NEUF,explorimmoneuf,259354,129238,269025,259354,81.4,26.7,87.8,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,Rue Charlie Chaplin,48.62976,2.4216528,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-80325154,91340,91,,,,,oui,oui,oui,oui,oui,?,?,oui
non,3238,Beloria - Bail Réel Solidaire,Andresy,78570,A,BOUYGUES IMMOBILIER,explorimmoneuf,285000,285000,285000,285000,88.02,88.02,88.02,4,T4 2028,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,40 rue MARECHAL FOCH,48.988483,2.0652237,source,,rer,,https://www.explorimmoneuf.com/programme/detail-104991057,78015,78,,,2028,4,oui,oui,oui,oui,oui,?,oui,oui
non,3241,Les Jardins d’Ormesson,Ormesson-sur-Marne,94490,A,EXPANSIEL PROMOTION,explorimmoneuf,234000,122500,292000,234000,72.2,25.1,82,1/2/3/4,T1 2027,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,Rue de la Plaine,48.79123,2.5487497,source,surface/livraison,rer,,https://www.explorimmoneuf.com/programme/detail-106808191,94055,94,,,2027,1,oui,oui,non,oui,oui,?,non,oui
non,3305,NOUVEL ANGLE,Savigny-le-Temple,77176,A,VINCI IMMOBILIER,explorimmoneuf,256000,110000,303000,256000,77.45,24.85,78.95,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,Savigny-le-Temple-Nandy,D,624.0,7.2,30 AVENUE PIERRE MENDES FRANCE,48.598648,2.581931,source,surface/rer,livraison,,https://www.explorimmoneuf.com/programme/detail-43487884,77445,77,,,,,oui,oui,non,oui,oui,non,?,oui
non,3308,Domaine Des Prunais BRS,Villiers-sur-Marne,94350,A,EIFFAGE IMMOBILIER,explorimmoneuf,301032,221213,390613,301032,90.99,62.29,113.67,3/4/5,T3 2028,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,20 avenue Auguste Rodin,48.834843,2.5491765,source,,rer,,https://www.explorimmoneuf.com/programme/detail-91757199,94079,94,,,2028,3,oui,oui,oui,oui,oui,?,oui,oui
non,3333,L'embellie,Meaux,77100,A,BOUYGUES IMMOBILIER,explorimmoneuf,249683,129238,329688,249683,74.91,26.41,93.24,1/2/3/4/5,T2 2028,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,rue Paul Louis Courier,48.94999,2.9006088,source,surface,rer,,https://www.explorimmoneuf.com/programme/detail-81923786,77284,77,,,2028,2,oui,oui,non,oui,oui,?,oui,oui
non,3367,L'embellie,Meaux,77100,A,BOUYGUES IMMOBILIER,explorimmoneuf,249683,129238,329688,249683,74.15,26.41,93.24,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,rue Paul Louis Courier,48.94999,2.9006088,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-100139391,77284,77,,,,,oui,oui,non,oui,oui,?,?,oui
non,3367,L'embellie,Meaux,77100,A,BOUYGUES IMMOBILIER,explorimmoneuf,249683,129238,329688,249683,74.15,26.41,93.24,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,rue Paul Louis Courier,48.94999,2.9006088,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-66615066,77284,77,,,,,oui,oui,non,oui,oui,?,?,oui
non,3367,L'embellie,Meaux,77100,A,BOUYGUES IMMOBILIER,explorimmoneuf,249683,129238,329688,249683,74.15,26.41,93.24,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,rue Paul Louis Courier,48.94999,2.9006088,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-74132020,77284,77,,,,,oui,oui,non,oui,oui,?,?,oui
non,3367,L'embellie,Meaux,77100,A,BOUYGUES IMMOBILIER,explorimmoneuf,249683,129238,329688,249683,74.15,26.41,93.24,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,rue Paul Louis Courier,48.94999,2.9006088,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-83080918,77284,77,,,,,oui,oui,non,oui,oui,?,?,oui
non,3367,L'embellie,Meaux,77100,A,BOUYGUES IMMOBILIER,explorimmoneuf,249683,129238,329688,249683,74.15,26.41,93.24,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,rue Paul Louis Courier,48.94999,2.9006088,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-95960711,77284,77,,,,,oui,oui,non,oui,oui,?,?,oui
non,3377,Parenthèse,Stains,93240,A,MARIGNAN,explorimmoneuf,268700,225200,254000,268700,79.57,37.56,84.43,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,115 Rue Jean Jaurès,48.967514,2.3829067,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-106086301,93072,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,3377,Parenthèse,Stains,93240,A,MARIGNAN,explorimmoneuf,268700,225200,254000,268700,79.57,37.56,84.43,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,115 Rue Jean Jaurès,48.967514,2.3829067,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-106086311,93072,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,3377,Parenthèse,Stains,93240,A,MARIGNAN,explorimmoneuf,268700,225200,254000,268700,79.57,37.56,84.43,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,115 Rue Jean Jaurès,48.967514,2.3829067,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-38277723,93072,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,3377,Parenthèse,Stains,93240,A,MARIGNAN,explorimmoneuf,268700,225200,254000,268700,79.57,37.56,84.43,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,115 Rue Jean Jaurès,48.967514,2.3829067,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-47107676,93072,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,3377,Parenthèse,Stains,93240,A,MARIGNAN,explorimmoneuf,268700,225200,254000,268700,79.57,37.56,84.43,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,115 Rue Jean Jaurès,48.967514,2.3829067,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-47351002,93072,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,3377,Parenthèse,Stains,93240,A,MARIGNAN,explorimmoneuf,268700,225200,254000,268700,79.57,37.56,84.43,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,115 Rue Jean Jaurès,48.967514,2.3829067,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-82521538,93072,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,3377,Parenthèse,Stains,93240,A,MARIGNAN,explorimmoneuf,268700,225200,254000,268700,79.57,37.56,84.43,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,115 Rue Jean Jaurès,48.967514,2.3829067,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-87215655,93072,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,3377,Parenthèse,Stains,93240,A,MARIGNAN,explorimmoneuf,268700,225200,254000,268700,79.57,37.56,84.43,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,115 Rue Jean Jaurès,48.967514,2.3829067,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-95463793,93072,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,3377,Parenthèse,Stains,93240,A,MARIGNAN,explorimmoneuf,268700,225200,254000,268700,79.57,37.56,84.43,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,115 Rue Jean Jaurès,48.967514,2.3829067,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-95830581,93072,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,3378,Domaine de Curtis,Coupvray,77700,A,EXPANSIEL PROMOTION,explorimmoneuf,252600,199900,379900,252600,74.77,36.45,106.41,2/3/4/5,T4 2028,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,Rue Anne Frank & Rue Jane Goodall,48.88175,2.803669,source,surface,rer,,https://www.explorimmoneuf.com/programme/detail-106808195,77132,77,,,2028,4,oui,oui,non,oui,oui,?,oui,oui
non,3378,Domaine de Curtis,Coupvray,77700,A,EXPANSIEL PROMOTION,explorimmoneuf,252600,199900,379900,252600,74.77,36.45,106.41,2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,Rue Anne Frank & Rue Jane Goodall,48.88175,2.803669,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-48987576,77132,77,,,,,oui,oui,non,oui,oui,?,?,oui
non,3378,Domaine de Curtis,Coupvray,77700,A,EXPANSIEL PROMOTION,explorimmoneuf,252600,199900,379900,252600,74.77,36.45,106.41,2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,Rue Anne Frank & Rue Jane Goodall,48.88175,2.803669,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-62736796,77132,77,,,,,oui,oui,non,oui,oui,?,?,oui
non,3386,Bel Air Village,Ferrières-en-Brie,77164,A,EXPANSIEL PROMOTION,explorimmoneuf,269900,169900,329900,269900,79.7,42.63,104.82,2/3/4/5,T4 2028,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,1 Allée Eugénie (ZAC Parc du Bel Air),48.8267,2.71789,source,surface,rer,,https://www.explorimmoneuf.com/programme/detail-106808197,77181,77,,,2028,4,oui,oui,non,oui,oui,?,oui,oui
non,3386,Bel Air Village,Ferrières-en-Brie,77164,A,EXPANSIEL PROMOTION,explorimmoneuf,269900,169900,329900,269900,79.7,42.63,104.82,2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,1 Allée Eugénie (ZAC Parc du Bel Air),48.8267,2.71789,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-37696153,77181,77,,,,,oui,oui,non,oui,oui,?,?,oui
non,3386,Bel Air Village,Ferrières-en-Brie,77164,A,EXPANSIEL PROMOTION,explorimmoneuf,269900,169900,329900,269900,79.7,42.63,104.82,2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,1 Allée Eugénie (ZAC Parc du Bel Air),48.8267,2.71789,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-78222150,77181,77,,,,,oui,oui,non,oui,oui,?,?,oui
non,3407,LE DOMAINE DE CASTILLE,La Chapelle-la-Reine,77760,B1,EUROPEAN HOMES FRANCE,explorimmoneuf,278000,162000,339000,278000,81.6,39.61,101.2,2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,"2, rue de Villionne",48.319935,2.5691297,source,zone,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-100142859,77088,77,,,,,oui,non,oui,oui,oui,?,?,oui
non,3408,LE MILLS,Chessy,77700,A,ARCADE-VYV PROMOTION,explorimmoneuf,250000,218000,330000,250000,73.35,58.34,97.37,2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,Rue Haddock,48.86049,2.7734175,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-95579703,77111,77,,,,,oui,oui,non,oui,oui,?,?,oui
non,3433,Villas Gassicourt,Mantes-la-Jolie,78200,A,NEXITY,explorimmoneuf,254000,149000,293000,254000,73.99,40.31,78.29,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,0029  RUE PIERRE CURIE,48.998386,1.6982007,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-101388909,78361,78,,,,,oui,oui,non,oui,oui,?,?,oui
non,3433,Villas Gassicourt,Mantes-la-Jolie,78200,A,NEXITY,explorimmoneuf,254000,149000,293000,254000,73.99,40.31,78.29,2/3/4,T1 2029,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,0029  RUE PIERRE CURIE,48.998386,1.6982007,source,surface,rer,,https://www.explorimmoneuf.com/programme/detail-103947581,78361,78,,,2029,1,oui,oui,non,oui,oui,?,oui,oui
non,3433,Villas Gassicourt,Mantes-la-Jolie,78200,A,NEXITY,explorimmoneuf,254000,149000,293000,254000,73.99,40.31,78.29,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,0029  RUE PIERRE CURIE,48.998386,1.6982007,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-104985531,78361,78,,,,,oui,oui,non,oui,oui,?,?,oui
non,3433,Villas Gassicourt,Mantes-la-Jolie,78200,A,NEXITY,explorimmoneuf,254000,149000,293000,254000,73.99,40.31,78.29,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,0029  RUE PIERRE CURIE,48.998386,1.6982007,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-105802815,78361,78,,,,,oui,oui,non,oui,oui,?,?,oui
non,3433,Villas Gassicourt,Mantes-la-Jolie,78200,A,NEXITY,explorimmoneuf,254000,149000,293000,254000,73.99,40.31,78.29,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,0029  RUE PIERRE CURIE,48.998386,1.6982007,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-107442621,78361,78,,,,,oui,oui,non,oui,oui,?,?,oui
non,3433,Villas Gassicourt,Mantes-la-Jolie,78200,A,NEXITY,explorimmoneuf,254000,149000,293000,254000,73.99,40.31,78.29,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,0029  RUE PIERRE CURIE,48.998386,1.6982007,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-80692848,78361,78,,,,,oui,oui,non,oui,oui,?,?,oui
