retenu,eur_per_m2,name,city,postcode,zone_abc,developer,source,price_t4_min,price_program_min,price_program_max,price_t4_or_program,area_t4_min,area_program_min,area_program_max,typologies,delivery,fiscal,kitchen_hint,station_name,station_line,walk_m,walk_min,address,lat,lon,geocode_precision,fails,unknown,notes,url,insee,dept,price_t4_max,area_t4_max,delivery_year,delivery_quarter,ok_t4,ok_zone,ok_surface,ok_prix,ok_eur_m2,ok_rer,ok_livraison,ok_ptz
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-103503745,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-103503759,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-103647289,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-107285661,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-107503075,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-107541659,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-107754235,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-107787905,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-27813395,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-36563805,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-38201879,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-39678391,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-46297300,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-52520928,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-54176610,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-58334154,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Arbor & Home,Gagny,93220,A,NEXITY,explorimmoneuf,306000,185000,349000,306000,73.65,30.81,77.33,1/2/3/4,T4 2027,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,,48.88,2.53,source,surface,rer,,https://www.explorimmoneuf.com/programme/detail-60581598,93032,93,,,2027,4,oui,oui,non,oui,oui,?,oui,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-60857824,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-61714334,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-61902358,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-64597168,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-66615026,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-69060620,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-69532582,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-72042754,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-73588868,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-73588872,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-77933732,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-78221714,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-78667270,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-80126382,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-80936302,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-81438360,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-83775624,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-84184514,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-89875463,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,cuisine ouverte (à cloisonner),,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-89936725,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-94737389,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-97856645,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4155,Gagny zone pavillonnaire à 12 min de la gare RER E,Gagny,93220,A,MEDICIS_PATRIMOINE,explorimmoneuf,306000,185000,321000,306000,73.65,30.81,73.91,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,,48.88,2.53,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-97857219,93032,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4171,Boklair,Rosny-sous-Bois,93110,A,BNP PARIBAS REAL ESTATE,explorimmoneuf,333204,223308,734000,333204,79.88,42.75,126.32,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,Ruelle de la Boissière,48.879837,2.4674819,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-104559743,93064,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4171,Boklair,Rosny-sous-Bois,93110,A,BNP PARIBAS REAL ESTATE,explorimmoneuf,333204,223308,734000,333204,79.88,42.75,126.32,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,Ruelle de la Boissière,48.879837,2.4674819,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-104733659,93064,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4171,Boklair,Rosny-sous-Bois,93110,A,BNP PARIBAS REAL ESTATE,explorimmoneuf,333204,223308,734000,333204,79.88,42.75,126.32,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,Ruelle de la Boissière,48.879837,2.4674819,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-56624854,93064,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4171,Boklair,Rosny-sous-Bois,93110,A,BNP PARIBAS REAL ESTATE,explorimmoneuf,333204,223308,734000,333204,79.88,42.75,126.32,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,cuisine ouverte (à cloisonner),,,,,Ruelle de la Boissière,48.879837,2.4674819,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-59964184,93064,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4171,Boklair,Rosny-sous-Bois,93110,A,BNP PARIBAS REAL ESTATE,explorimmoneuf,333204,223308,734000,333204,79.88,42.75,126.32,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,Ruelle de la Boissière,48.879837,2.4674819,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-71201280,93064,93,,,,,oui,oui,non,oui,oui,?,?,oui
non,4187,Villa Mare,Gagny,93220,A,MARIGNAN,explorimmoneuf,314000,259000,292000,314000,75,36.11,67.82,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,Le Chénay-Gagny,E,579.0,7.0,44 Rue de la Mare,48.876186,2.551851,source,surface/rer,livraison,,https://www.explorimmoneuf.com/programme/detail-84637732,93032,93,,,,,oui,oui,non,oui,oui,non,?,oui
non,4187,Villa Mare,Gagny,93220,A,MARIGNAN,explorimmoneuf,314000,259000,292000,314000,75,36.11,67.82,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,Le Chénay-Gagny,E,579.0,7.0,44 Rue de la Mare,48.876186,2.551851,source,surface/rer,livraison,,https://www.explorimmoneuf.com/programme/detail-84637752,93032,93,,,,,oui,oui,non,oui,oui,non,?,oui
non,4187,Villa Mare,Gagny,93220,A,MARIGNAN,explorimmoneuf,314000,259000,292000,314000,75,36.11,67.82,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,Le Chénay-Gagny,E,579.0,7.0,44 Rue de la Mare,48.876186,2.551851,source,surface/rer,livraison,,https://www.explorimmoneuf.com/programme/detail-85804732,93032,93,,,,,oui,oui,non,oui,oui,non,?,oui
non,4187,Villa Mare,Gagny,93220,A,MARIGNAN,explorimmoneuf,314000,259000,292000,314000,75,36.11,67.82,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,Le Chénay-Gagny,E,579.0,7.0,44 Rue de la Mare,48.876186,2.551851,source,surface/rer,livraison,,https://www.explorimmoneuf.com/programme/detail-95283953,93032,93,,,,,oui,oui,non,oui,oui,non,?,oui
non,4189,Le Parc du Manoir,Le Mée-sur-Seine,77350,A,LES NOUVEAUX CONSTRUCTEURS SA,explorimmoneuf,287800,246500,246500,287800,68.7,65.24,65.24,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,RUE DE L EGLISE,48.532887,2.6311307,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-79820254,77285,77,,,,,oui,oui,non,oui,oui,?,?,oui
non,4189,Le Parc du Manoir,Le Mée-sur-Seine,77350,A,LES NOUVEAUX CONSTRUCTEURS SA,explorimmoneuf,287800,246500,246500,287800,68.7,65.24,65.24,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,RUE DE L EGLISE,48.532887,2.6311307,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-83910706,77285,77,,,,,oui,oui,non,oui,oui,?,?,oui
non,4191,Jouy-le-Moutier une résidence intimiste en lisière,Jouy-le-Moutier,95280,A,KAUFMAN & BROAD,explorimmoneuf,307000,149000,422000,307000,73.25,26.88,91.92,1/2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,1 avenue des Bruzacques,49.015766,2.0402198,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-36488589,95323,95,,,,,oui,oui,non,oui,oui,?,?,oui
non,4225,LES LOGGIAS DU PARC,Aubervilliers,93300,Abis,ACHETER DU NEUF,explorimmoneuf,346041,218385,503235,346041,81.9,37.2,113.7,1/2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,Rue du Goulet,48.91222,2.3775218,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-84703498,93001,93,,,,,oui,oui,oui,oui,oui,?,?,oui
non,4241,REGARDS SUR SEINE,Viry-chatillon,91170,A,NEXITY,explorimmoneuf,315000,163000,477000,315000,74.27,25.57,101.32,1/2/3/4/5,T3 2026,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,Viry-Châtillon,D,566.0,6.8,0011  QUAI DE CHÂTILLON,48.678886,2.3857656,source,surface/rer/livraison,,,https://www.explorimmoneuf.com/programme/detail-60875902,91687,91,,,2026,3,oui,oui,non,oui,oui,non,non,oui
non,4246,Le Clos de l'Abbaye,Argenteuil,95100,A,LP PROMOTION,explorimmoneuf,355900,189900,429900,355900,83.82,40.73,100.46,2/3/4/5,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,60-64 bis boulevard Héloïse,48.94021,2.249966,source,,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-92411143,95018,95,,,,,oui,oui,oui,oui,oui,?,?,oui
non,4274,EKLO À NANTERRE,Nanterre,92000,Abis,COGEDIM,explorimmoneuf,320000,211000,392000,320000,74.87,37.4,83.04,2/3/4,T2 2029,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,109-117 Avenue Pablo Picasso,48.888668,2.2239938,source,surface,rer,,https://www.explorimmoneuf.com/programme/detail-101621169,92050,92,,,2029,2,oui,oui,non,oui,oui,?,oui,oui
non,4274,EKLO À NANTERRE,Nanterre,92000,Abis,COGEDIM,explorimmoneuf,320000,211000,392000,320000,74.87,37.4,83.04,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,109-117 Avenue Pablo Picasso,48.888668,2.2239938,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-102030335,92050,92,,,,,oui,oui,non,oui,oui,?,?,oui
non,4274,EKLO À NANTERRE,Nanterre,92000,Abis,COGEDIM,explorimmoneuf,320000,211000,392000,320000,74.87,37.4,83.04,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,109-117 Avenue Pablo Picasso,48.888668,2.2239938,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-107784867,92050,92,,,,,oui,oui,non,oui,oui,?,?,oui
non,4274,EKLO À NANTERRE,Nanterre,92000,Abis,COGEDIM,explorimmoneuf,320000,211000,392000,320000,74.87,37.4,83.04,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel/TVA réduite,,,,,,109-117 Avenue Pablo Picasso,48.888668,2.2239938,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-107784903,92050,92,,,,,oui,oui,non,oui,oui,?,?,oui
non,4274,EKLO À NANTERRE,Nanterre,92000,Abis,COGEDIM,explorimmoneuf,320000,211000,392000,320000,74.87,37.4,83.04,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,109-117 Avenue Pablo Picasso,48.888668,2.2239938,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-38854819,92050,92,,,,,oui,oui,non,oui,oui,?,?,oui
non,4274,EKLO À NANTERRE,Nanterre,92000,Abis,COGEDIM,explorimmoneuf,320000,211000,392000,320000,74.87,37.4,83.04,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,109-117 Avenue Pablo Picasso,48.888668,2.2239938,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-42397505,92050,92,,,,,oui,oui,non,oui,oui,?,?,oui
non,4274,EKLO À NANTERRE,Nanterre,92000,Abis,COGEDIM,explorimmoneuf,320000,211000,392000,320000,74.87,37.4,83.04,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,109-117 Avenue Pablo Picasso,48.888668,2.2239938,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-66614832,92050,92,,,,,oui,oui,non,oui,oui,?,?,oui
non,4274,EKLO À NANTERRE,Nanterre,92000,Abis,COGEDIM,explorimmoneuf,320000,211000,392000,320000,74.87,37.4,83.04,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,109-117 Avenue Pablo Picasso,48.888668,2.2239938,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-67456562,92050,92,,,,,oui,oui,non,oui,oui,?,?,oui
non,4274,EKLO À NANTERRE,Nanterre,92000,Abis,COGEDIM,explorimmoneuf,320000,211000,392000,320000,74.87,37.4,83.04,2/3/4,,BRS/Jeanbrun/LLI/LMNP/PTZ/Pinel,,,,,,109-117 Avenue Pablo Picasso,48.888668,2.2239938,source,surface,rer/livraison,,https://www.explorimmoneuf.com/programme/detail-80944932,92050,92,,,,,oui,oui,non,oui,oui,?,?,oui
